structure_id,formula,F,D,P,stoich_F,stoich_D,stoich_P,anion,track,polymorph,bonding_class,ICSD_Status
HoMnO3__hexagonal,HoMnO3,Ho,Mn,O,1,1,3,O,strict_ionic,hexagonal,Ionic,ICSD
HoFeO3__orthorhombic,HoFeO3,Ho,Fe,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
HoCoO3__orthorhombic,HoCoO3,Ho,Co,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
HoNiO3__orthorhombic,HoNiO3,Ho,Ni,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
ErScS3__orthorhombic,ErScS3,Er,Sc,S,1,1,3,S,strict_ionic,orthorhombic,Ionic,ICSD
ErVO3__orthorhombic,ErVO3,Er,V,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
ErCrO3__orthorhombic,ErCrO3,Er,Cr,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
ErMnO3__orthorhombic,ErMnO3,Er,Mn,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
ErMnO3__hexagonal,ErMnO3,Er,Mn,O,1,1,3,O,strict_ionic,hexagonal,Ionic,ICSD
ErFeO3__orthorhombic,ErFeO3,Er,Fe,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
ErCoO3__orthorhombic,ErCoO3,Er,Co,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
ErNiO3__orthorhombic,ErNiO3,Er,Ni,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
TmVO3__orthorhombic,TmVO3,Tm,V,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
TmCrO3__orthorhombic,TmCrO3,Tm,Cr,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
TmMnO3__orthorhombic,TmMnO3,Tm,Mn,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
TmMnO3__hexagonal,TmMnO3,Tm,Mn,O,1,1,3,O,strict_ionic,hexagonal,Ionic,ICSD
TmFeO3__orthorhombic,TmFeO3,Tm,Fe,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
TmFeO3__hexagonal,TmFeO3,Tm,Fe,O,1,1,3,O,strict_ionic,hexagonal,Ionic,ICSD
TmCoO3__orthorhombic,TmCoO3,Tm,Co,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
TmNiO3__orthorhombic,TmNiO3,Tm,Ni,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
LuVO3__orthorhombic,LuVO3,Lu,V,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
LuCrO3__orthorhombic,LuCrO3,Lu,Cr,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
LuMnO3__orthorhombic,LuMnO3,Lu,Mn,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
LuMnO3__hexagonal,LuMnO3,Lu,Mn,O,1,1,3,O,strict_ionic,hexagonal,Ionic,ICSD
LuFeO3__orthorhombic,LuFeO3,Lu,Fe,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
LuFeO3__hexagonal,LuFeO3,Lu,Fe,O,1,1,3,O,strict_ionic,hexagonal,Ionic,ICSD
LuCoO3__orthorhombic,LuCoO3,Lu,Co,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
LuNiO3__orthorhombic,LuNiO3,Lu,Ni,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
LuRhO3__orthorhombic,LuRhO3,Lu,Rh,O,1,1,3,O,strict_ionic,orthorhombic,Ionic,ICSD
LaVO4__tetragonal,LaVO4,La,V,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
LaNbO4__tetragonal,LaNbO4,La,Nb,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
LaTaO4__orthorhombic,LaTaO4,La,Ta,O,1,1,4,O,strict_ionic,orthorhombic,Ionic,ICSD
CeVO4__tetragonal,CeVO4,Ce,V,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
CeCrB4__orthorhombic,CeCrB4,Ce,Cr,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
CeNiB4__tetragonal,CeNiB4,Ce,Ni,B,1,1,4,B,relaxed_intermetallic,tetragonal,Intermetallic,ICSD
CeZrO4__tetragonal,CeZrO4,Ce,Zr,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
CeZrO4__cubic,CeZrO4,Ce,Zr,O,1,1,4,O,strict_ionic,cubic,Ionic,ICSD
CeNbO4__tetragonal,CeNbO4,Ce,Nb,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
CeReB4__orthorhombic,CeReB4,Ce,Re,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
PrVO4__tetragonal,PrVO4,Pr,V,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
PrCrB4__orthorhombic,PrCrB4,Pr,Cr,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
PrCrO4__tetragonal,PrCrO4,Pr,Cr,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
PrMnB4__orthorhombic,PrMnB4,Pr,Mn,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
PrNiB4__tetragonal,PrNiB4,Pr,Ni,B,1,1,4,B,relaxed_intermetallic,tetragonal,Intermetallic,ICSD
NdVO4__tetragonal,NdVO4,Nd,V,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
NdCrB4__orthorhombic,NdCrB4,Nd,Cr,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
NdCrO4__tetragonal,NdCrO4,Nd,Cr,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
NdMnB4__orthorhombic,NdMnB4,Nd,Mn,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
NdNiB4__tetragonal,NdNiB4,Nd,Ni,B,1,1,4,B,relaxed_intermetallic,tetragonal,Intermetallic,ICSD
SmVO4__tetragonal,SmVO4,Sm,V,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
SmCrB4__orthorhombic,SmCrB4,Sm,Cr,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
SmCrO4__tetragonal,SmCrO4,Sm,Cr,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
SmMnB4__orthorhombic,SmMnB4,Sm,Mn,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
SmFeB4__orthorhombic,SmFeB4,Sm,Fe,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
SmNiB4__tetragonal,SmNiB4,Sm,Ni,B,1,1,4,B,relaxed_intermetallic,tetragonal,Intermetallic,ICSD
EuVO4__tetragonal,EuVO4,Eu,V,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
EuCrO4__tetragonal,EuCrO4,Eu,Cr,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
EuMoO4__tetragonal,EuMoO4,Eu,Mo,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
GdVB4__orthorhombic,GdVB4,Gd,V,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
GdVO4__tetragonal,GdVO4,Gd,V,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
GdCrB4__orthorhombic,GdCrB4,Gd,Cr,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
GdCrO4__tetragonal,GdCrO4,Gd,Cr,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
GdMnB4__orthorhombic,GdMnB4,Gd,Mn,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
GdFeB4__orthorhombic,GdFeB4,Gd,Fe,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
GdCoB4__orthorhombic,GdCoB4,Gd,Co,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
GdNiB4__tetragonal,GdNiB4,Gd,Ni,B,1,1,4,B,relaxed_intermetallic,tetragonal,Intermetallic,ICSD
GdReB4__orthorhombic,GdReB4,Gd,Re,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
TbVB4__orthorhombic,TbVB4,Tb,V,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
TbVO4__tetragonal,TbVO4,Tb,V,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
TbCrB4__orthorhombic,TbCrB4,Tb,Cr,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
TbCrO4__tetragonal,TbCrO4,Tb,Cr,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
TbMnB4__orthorhombic,TbMnB4,Tb,Mn,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
TbNiB4__tetragonal,TbNiB4,Tb,Ni,B,1,1,4,B,relaxed_intermetallic,tetragonal,Intermetallic,ICSD
TbReB4__orthorhombic,TbReB4,Tb,Re,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
DyVB4__orthorhombic,DyVB4,Dy,V,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
DyVO4__tetragonal,DyVO4,Dy,V,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
DyCrB4__orthorhombic,DyCrB4,Dy,Cr,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
DyCrO4__tetragonal,DyCrO4,Dy,Cr,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
DyMnB4__orthorhombic,DyMnB4,Dy,Mn,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
DyFeB4__orthorhombic,DyFeB4,Dy,Fe,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
DyNiB4__tetragonal,DyNiB4,Dy,Ni,B,1,1,4,B,relaxed_intermetallic,tetragonal,Intermetallic,ICSD
DyNbO4__tetragonal,DyNbO4,Dy,Nb,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
DyReB4__orthorhombic,DyReB4,Dy,Re,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
HoVB4__orthorhombic,HoVB4,Ho,V,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
HoVO4__tetragonal,HoVO4,Ho,V,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
HoCrB4__orthorhombic,HoCrB4,Ho,Cr,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
HoCrO4__tetragonal,HoCrO4,Ho,Cr,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
HoMnB4__orthorhombic,HoMnB4,Ho,Mn,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
HoNiB4__tetragonal,HoNiB4,Ho,Ni,B,1,1,4,B,relaxed_intermetallic,tetragonal,Intermetallic,ICSD
HoReB4__orthorhombic,HoReB4,Ho,Re,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
ErVB4__orthorhombic,ErVB4,Er,V,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
ErVO4__tetragonal,ErVO4,Er,V,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
ErCrB4__orthorhombic,ErCrB4,Er,Cr,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
ErCrO4__tetragonal,ErCrO4,Er,Cr,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
ErMnB4__orthorhombic,ErMnB4,Er,Mn,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
ErFeB4__orthorhombic,ErFeB4,Er,Fe,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
ErNiB4__tetragonal,ErNiB4,Er,Ni,B,1,1,4,B,relaxed_intermetallic,tetragonal,Intermetallic,ICSD
ErNiB4__orthorhombic,ErNiB4,Er,Ni,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
ErReB4__orthorhombic,ErReB4,Er,Re,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
TmVO4__tetragonal,TmVO4,Tm,V,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
TmCrB4__orthorhombic,TmCrB4,Tm,Cr,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
TmCrO4__tetragonal,TmCrO4,Tm,Cr,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
TmNiB4__orthorhombic,TmNiB4,Tm,Ni,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
YbVO4__tetragonal,YbVO4,Yb,V,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
YbCrO4__tetragonal,YbCrO4,Yb,Cr,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
LuVO4__tetragonal,LuVO4,Lu,V,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
LuCrB4__orthorhombic,LuCrB4,Lu,Cr,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
LuCrO4__tetragonal,LuCrO4,Lu,Cr,O,1,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
LuFeB4__orthorhombic,LuFeB4,Lu,Fe,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
LuNiB4__orthorhombic,LuNiB4,Lu,Ni,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
CeCo3B2__hexagonal,CeCo3B2,Ce,Co,B,1,3,2,B,relaxed_intermetallic,hexagonal,Intermetallic,ICSD
PrCo3P2__orthorhombic,PrCo3P2,Pr,Co,P,1,3,2,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
NdCo3P2__orthorhombic,NdCo3P2,Nd,Co,P,1,3,2,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
SmCo3B2__hexagonal,SmCo3B2,Sm,Co,B,1,3,2,B,relaxed_intermetallic,hexagonal,Intermetallic,ICSD
SmCo3P2__orthorhombic,SmCo3P2,Sm,Co,P,1,3,2,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
GdCo3B2__hexagonal,GdCo3B2,Gd,Co,B,1,3,2,B,relaxed_intermetallic,hexagonal,Intermetallic,ICSD
TbCo3B2__hexagonal,TbCo3B2,Tb,Co,B,1,3,2,B,relaxed_intermetallic,hexagonal,Intermetallic,ICSD
TbCo3P2__orthorhombic,TbCo3P2,Tb,Co,P,1,3,2,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
DyCo3B2__hexagonal,DyCo3B2,Dy,Co,B,1,3,2,B,relaxed_intermetallic,hexagonal,Intermetallic,ICSD
DyCo3P2__orthorhombic,DyCo3P2,Dy,Co,P,1,3,2,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
HoCo3B2__hexagonal,HoCo3B2,Ho,Co,B,1,3,2,B,relaxed_intermetallic,hexagonal,Intermetallic,ICSD
ErCo3B2__hexagonal,ErCo3B2,Er,Co,B,1,3,2,B,relaxed_intermetallic,hexagonal,Intermetallic,ICSD
ErCo3P2__orthorhombic,ErCo3P2,Er,Co,P,1,3,2,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
TmCo3B2__hexagonal,TmCo3B2,Tm,Co,B,1,3,2,B,relaxed_intermetallic,hexagonal,Intermetallic,ICSD
TmCo3P2__orthorhombic,TmCo3P2,Tm,Co,P,1,3,2,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
YbCo3B2__hexagonal,YbCo3B2,Yb,Co,B,1,3,2,B,relaxed_intermetallic,hexagonal,Intermetallic,ICSD
YbCo3P2__orthorhombic,YbCo3P2,Yb,Co,P,1,3,2,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
LuCo3B2__hexagonal,LuCo3B2,Lu,Co,B,1,3,2,B,relaxed_intermetallic,hexagonal,Intermetallic,ICSD
LuCo3P2__orthorhombic,LuCo3P2,Lu,Co,P,1,3,2,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
LaCo5P3__orthorhombic,LaCo5P3,La,Co,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
LaNi5P3__orthorhombic,LaNi5P3,La,Ni,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
CeCo5P3__orthorhombic,CeCo5P3,Ce,Co,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
PrCo5P3__orthorhombic,PrCo5P3,Pr,Co,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
NdCo5P3__orthorhombic,NdCo5P3,Nd,Co,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
SmCo5P3__orthorhombic,SmCo5P3,Sm,Co,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
EuNi5P3__orthorhombic,EuNi5P3,Eu,Ni,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
GdFe5P3__orthorhombic,GdFe5P3,Gd,Fe,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
GdCo5P3__orthorhombic,GdCo5P3,Gd,Co,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
TbFe5P3__orthorhombic,TbFe5P3,Tb,Fe,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
TbCo5P3__orthorhombic,TbCo5P3,Tb,Co,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
DyFe5P3__orthorhombic,DyFe5P3,Dy,Fe,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
DyCo5P3__orthorhombic,DyCo5P3,Dy,Co,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
HoFe5P3__orthorhombic,HoFe5P3,Ho,Fe,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
HoCo5P3__orthorhombic,HoCo5P3,Ho,Co,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
ErFe5P3__orthorhombic,ErFe5P3,Er,Fe,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
ErCo5P3__orthorhombic,ErCo5P3,Er,Co,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
TmFe5P3__orthorhombic,TmFe5P3,Tm,Fe,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
TmCo5P3__orthorhombic,TmCo5P3,Tm,Co,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
YbCo5P3__orthorhombic,YbCo5P3,Yb,Co,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
LuFe5P3__orthorhombic,LuFe5P3,Lu,Fe,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
LuCo5P3__orthorhombic,LuCo5P3,Lu,Co,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
Ce2CrN3__orthorhombic,Ce2CrN3,Ce,Cr,N,2,1,3,N,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
Ce2MnN3__orthorhombic,Ce2MnN3,Ce,Mn,N,2,1,3,N,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
Eu2CuS3__orthorhombic,Eu2CuS3,Eu,Cu,S,2,1,3,S,strict_ionic,orthorhombic,Ionic,ICSD
La2CoO4__tetragonal,La2CoO4,La,Co,O,2,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
La2NiO4__tetragonal,La2NiO4,La,Ni,O,2,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
La2NiO4__orthorhombic,La2NiO4,La,Ni,O,2,1,4,O,strict_ionic,orthorhombic,Ionic,ICSD
La2CuO4__tetragonal,La2CuO4,La,Cu,O,2,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
La2CuO4__orthorhombic,La2CuO4,La,Cu,O,2,1,4,O,strict_ionic,orthorhombic,Ionic,ICSD
La2PdO4__tetragonal,La2PdO4,La,Pd,O,2,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
Pr2NiO4__tetragonal,Pr2NiO4,Pr,Ni,O,2,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
Pr2NiO4__orthorhombic,Pr2NiO4,Pr,Ni,O,2,1,4,O,strict_ionic,orthorhombic,Ionic,ICSD
Pr2CuO4__tetragonal,Pr2CuO4,Pr,Cu,O,2,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
Pr2CuO4__orthorhombic,Pr2CuO4,Pr,Cu,O,2,1,4,O,strict_ionic,orthorhombic,Ionic,ICSD
Nd2NiO4__tetragonal,Nd2NiO4,Nd,Ni,O,2,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
Nd2NiO4__orthorhombic,Nd2NiO4,Nd,Ni,O,2,1,4,O,strict_ionic,orthorhombic,Ionic,ICSD
Nd2CuO4__tetragonal,Nd2CuO4,Nd,Cu,O,2,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
Nd2CuO4__orthorhombic,Nd2CuO4,Nd,Cu,O,2,1,4,O,strict_ionic,orthorhombic,Ionic,ICSD
Sm2CuO4__tetragonal,Sm2CuO4,Sm,Cu,O,2,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
Eu2VO4__tetragonal,Eu2VO4,Eu,V,O,2,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
Eu2CuO4__tetragonal,Eu2CuO4,Eu,Cu,O,2,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
Gd2CuO4__tetragonal,Gd2CuO4,Gd,Cu,O,2,1,4,O,strict_ionic,tetragonal,Ionic,ICSD
Tb2FeC4__orthorhombic,Tb2FeC4,Tb,Fe,C,2,1,4,C,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
Dy2FeC4__orthorhombic,Dy2FeC4,Dy,Fe,C,2,1,4,C,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
Dy2ZnS4__orthorhombic,Dy2ZnS4,Dy,Zn,S,2,1,4,S,strict_ionic,orthorhombic,Ionic,ICSD
Ho2CrS4__orthorhombic,Ho2CrS4,Ho,Cr,S,2,1,4,S,strict_ionic,orthorhombic,Ionic,ICSD
Ho2FeC4__orthorhombic,Ho2FeC4,Ho,Fe,C,2,1,4,C,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
Ho2ZnS4__orthorhombic,Ho2ZnS4,Ho,Zn,S,2,1,4,S,strict_ionic,orthorhombic,Ionic,ICSD
Er2CrS4__orthorhombic,Er2CrS4,Er,Cr,S,2,1,4,S,strict_ionic,orthorhombic,Ionic,ICSD
Er2MnC4__orthorhombic,Er2MnC4,Er,Mn,C,2,1,4,C,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
Er2FeC4__orthorhombic,Er2FeC4,Er,Fe,C,2,1,4,C,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
Er2ZnS4__orthorhombic,Er2ZnS4,Er,Zn,S,2,1,4,S,strict_ionic,orthorhombic,Ionic,ICSD
Tm2CrS4__orthorhombic,Tm2CrS4,Tm,Cr,S,2,1,4,S,strict_ionic,orthorhombic,Ionic,ICSD
Tm2FeC4__orthorhombic,Tm2FeC4,Tm,Fe,C,2,1,4,C,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
Tm2ZnS4__orthorhombic,Tm2ZnS4,Tm,Zn,S,2,1,4,S,strict_ionic,orthorhombic,Ionic,ICSD
Lu2FeC4__orthorhombic,Lu2FeC4,Lu,Fe,C,2,1,4,C,relaxed_intermetallic,orthorhombic,Intermetallic,ICSD
Lu2ZnS4__orthorhombic,Lu2ZnS4,Lu,Zn,S,2,1,4,S,strict_ionic,orthorhombic,Ionic,ICSD
Ce2Mo2C3__monoclinic,Ce2Mo2C3,Ce,Mo,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,ICSD
Pr2Mo2C3__monoclinic,Pr2Mo2C3,Pr,Mo,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,ICSD
Sm2Cr2C3__monoclinic,Sm2Cr2C3,Sm,Cr,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,ICSD
Sm2Mo2C3__monoclinic,Sm2Mo2C3,Sm,Mo,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,ICSD
Eu2Zn2P3__monoclinic,Eu2Zn2P3,Eu,Zn,P,2,2,3,P,relaxed_intermetallic,monoclinic,Intermetallic,ICSD
Gd2Cr2C3__monoclinic,Gd2Cr2C3,Gd,Cr,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,ICSD
Gd2Mo2C3__monoclinic,Gd2Mo2C3,Gd,Mo,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,ICSD
Tb2Cr2C3__monoclinic,Tb2Cr2C3,Tb,Cr,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,ICSD
Dy2Cr2C3__monoclinic,Dy2Cr2C3,Dy,Cr,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,ICSD
Ho2Cr2C3__monoclinic,Ho2Cr2C3,Ho,Cr,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,ICSD
Ho2Mo2C3__monoclinic,Ho2Mo2C3,Ho,Mo,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,ICSD
Er2Cr2C3__monoclinic,Er2Cr2C3,Er,Cr,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,ICSD
Er2Mo2C3__monoclinic,Er2Mo2C3,Er,Mo,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,ICSD
Tm2Cr2C3__monoclinic,Tm2Cr2C3,Tm,Cr,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,ICSD
Tm2Mo2C3__monoclinic,Tm2Mo2C3,Tm,Mo,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,ICSD
Lu2Cr2C3__monoclinic,Lu2Cr2C3,Lu,Cr,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,ICSD
Lu2Mo2C3__monoclinic,Lu2Mo2C3,Lu,Mo,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,ICSD
La2Fe2S5__orthorhombic,La2Fe2S5,La,Fe,S,2,2,5,S,strict_ionic,orthorhombic,Ionic,ICSD
La2Co2O5__orthorhombic,La2Co2O5,La,Co,O,2,2,5,O,strict_ionic,orthorhombic,Ionic,ICSD
La2Ni2O5__monoclinic,La2Ni2O5,La,Ni,O,2,2,5,O,strict_ionic,monoclinic,Ionic,ICSD
La2Cu2O5__monoclinic,La2Cu2O5,La,Cu,O,2,2,5,O,strict_ionic,monoclinic,Ionic,ICSD
La2Cu2O5__orthorhombic,La2Cu2O5,La,Cu,O,2,2,5,O,strict_ionic,orthorhombic,Ionic,ICSD
Pr2Cu2O5__orthorhombic,Pr2Cu2O5,Pr,Cu,O,2,2,5,O,strict_ionic,orthorhombic,Ionic,ICSD
